#bytes,#repetitions,t[usec],Mbytes/sec
128,1000,0.36,353.21
256,1000,0.39,654.38
512,1000,0.47,1099.20
1024,1000,0.57,1795.98
2048,1000,0.78,2611.90
4096,1000,1.16,3535.44
8192,1000,1.92,4269.68
16384,1000,3.01,5451.30
32768,1000,4.80,6829.00
65536,640,8.14,8051.49
131072,320,14.70,8918.68
262144,160,13.83,18949.89
524288,80,24.79,21150.85
1048576,40,58.21,18012.44
2097152,20,158.33,13245.51
4194304,10,326.72,12837.48
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.54
2,1000,0.24,8.46
4,1000,0.22,17.92
8,1000,0.22,36.06
16,1000,0.22,72.37
32,1000,0.25,126.02
64,1000,0.26,250.01
128,1000,0.36,353.79
256,1000,0.38,669.37
512,1000,0.46,1106.08
1024,1000,0.58,1770.10
2048,1000,0.78,2610.86
4096,1000,1.16,3522.86
8192,1000,1.92,4257.57
16384,1000,3.00,5461.15
32768,1000,4.83,6783.33
65536,640,8.18,8012.99
131072,320,14.76,8880.01
262144,160,13.93,18814.91
524288,80,25.29,20732.71
1048576,40,58.97,17782.15
2097152,20,158.89,13198.75
4194304,10,348.24,12044.27
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.24,4.09
2,1000,0.23,8.85
4,1000,0.23,17.65
8,1000,0.23,35.51
16,1000,0.23,70.48
32,1000,0.26,123.47
64,1000,0.26,247.95
128,1000,0.36,355.23
256,1000,0.38,671.00
512,1000,0.46,1105.74
1024,1000,0.58,1765.26
2048,1000,0.79,2588.24
4096,1000,1.16,3531.55
8192,1000,1.93,4239.48
16384,1000,3.01,5446.09
32768,1000,4.82,6792.16
65536,640,8.15,8039.61
131072,320,14.70,8918.03
262144,160,14.09,18609.86
524288,80,25.05,20930.61
1048576,40,58.58,17898.56
2097152,20,159.13,13178.67
4194304,10,331.90,12637.42
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.63
2,1000,0.24,8.32
4,1000,0.22,18.17
8,1000,0.22,37.05
16,1000,0.22,72.85
32,1000,0.26,122.44
64,1000,0.26,248.27
128,1000,0.36,356.92
256,1000,0.38,673.93
512,1000,0.46,1104.04
1024,1000,0.57,1807.94
2048,1000,0.78,2609.82
4096,1000,1.16,3526.74
8192,1000,1.91,4286.56
16384,1000,2.99,5484.95
32768,1000,4.80,6825.05
65536,640,8.15,8039.02
131072,320,14.73,8896.64
262144,160,13.92,18826.55
524288,80,24.89,21060.32
1048576,40,58.93,17793.74
2097152,20,152.58,13744.25
4194304,10,330.61,12686.60
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.23,4.32
2,1000,0.22,8.98
4,1000,0.22,17.99
8,1000,0.22,36.05
16,1000,0.23,70.98
32,1000,0.26,124.16
64,1000,0.25,253.74
128,1000,0.36,356.14
256,1000,0.38,676.75
512,1000,0.46,1115.52
1024,1000,0.57,1809.74
2048,1000,0.79,2606.61
4096,1000,1.16,3536.93
8192,1000,1.92,4258.01
16384,1000,2.99,5483.41
32768,1000,4.80,6826.26
65536,640,8.13,8058.27
131072,320,14.71,8910.19
262144,160,13.97,18759.88
524288,80,24.95,21012.02
1048576,40,59.32,17676.72
2097152,20,158.00,13273.19
4194304,10,330.68,12683.90
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.59
2,1000,0.22,9.24
4,1000,0.22,18.59
8,1000,0.22,36.47
16,1000,0.22,73.70
32,1000,0.26,124.74
64,1000,0.26,248.37
128,1000,0.37,348.57
256,1000,0.39,652.21
512,1000,0.47,1092.11
1024,1000,0.57,1793.78
2048,1000,0.78,2614.11
4096,1000,1.16,3535.60
8192,1000,1.91,4284.58
16384,1000,2.99,5476.65
32768,1000,4.81,6808.58
65536,640,8.17,8019.19
131072,320,14.74,8892.07
262144,160,13.88,18889.80
524288,80,24.88,21069.34
1048576,40,58.61,17890.03
2097152,20,156.71,13382.33
4194304,10,327.62,12802.40
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.97,0.00
1,1000,5.05,0.20
2,1000,5.02,0.40
4,1000,5.04,0.79
8,1000,5.03,1.59
16,1000,5.04,3.17
32,1000,5.03,6.36
64,1000,5.04,12.70
128,1000,5.09,25.13
256,1000,5.15,49.69
512,1000,5.21,98.28
1024,1000,5.74,178.33
2048,1000,5.58,366.86
4096,1000,6.39,641.37
8192,1000,6.97,1174.98
16384,1000,8.92,1836.74
32768,1000,14.48,2263.16
65536,640,29.30,2236.88
131072,320,36.68,3572.91
262144,160,50.70,5170.86
524288,80,85.79,6111.55
1048576,40,146.96,7135.01
2097152,20,305.96,6854.30
4194304,10,655.25,6401.04
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.94,0.00
1,1000,5.04,0.20
2,1000,5.03,0.40
4,1000,5.01,0.80
8,1000,5.03,1.59
16,1000,5.03,3.18
32,1000,5.02,6.38
64,1000,5.04,12.71
128,1000,5.10,25.11
256,1000,5.14,49.78
512,1000,5.17,99.00
1024,1000,5.83,175.68
2048,1000,5.58,367.35
4096,1000,6.49,630.80
8192,1000,6.94,1179.66
16384,1000,9.02,1816.43
32768,1000,14.34,2285.55
65536,640,29.23,2241.94
131072,320,36.54,3587.45
262144,160,51.01,5139.04
524288,80,85.62,6123.61
1048576,40,147.53,7107.48
2097152,20,304.62,6884.41
4194304,10,654.97,6403.84
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.97,0.00
1,1000,5.06,0.20
2,1000,5.05,0.40
4,1000,5.05,0.79
8,1000,5.03,1.59
16,1000,5.04,3.17
32,1000,5.04,6.35
64,1000,5.07,12.63
128,1000,5.12,24.98
256,1000,5.16,49.62
512,1000,5.21,98.36
1024,1000,5.84,175.38
2048,1000,5.59,366.27
4096,1000,6.48,632.13
8192,1000,6.94,1179.96
16384,1000,9.08,1805.07
32768,1000,14.48,2263.67
65536,640,29.25,2240.78
131072,320,36.66,3575.57
262144,160,50.97,5143.04
524288,80,85.63,6122.78
1048576,40,147.70,7099.26
2097152,20,306.62,6839.61
4194304,10,650.45,6448.30
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.93,0.00
1,1000,4.98,0.20
2,1000,4.99,0.40
4,1000,5.00,0.80
8,1000,4.99,1.60
16,1000,4.99,3.21
32,1000,5.00,6.40
64,1000,4.99,12.82
128,1000,5.06,25.29
256,1000,5.09,50.32
512,1000,5.16,99.15
1024,1000,5.77,177.44
2048,1000,5.55,368.86
4096,1000,6.39,640.77
8192,1000,6.92,1183.02
16384,1000,8.97,1827.51
32768,1000,14.50,2259.14
65536,640,29.26,2239.41
131072,320,36.52,3589.38
262144,160,50.66,5174.60
524288,80,85.14,6158.15
1048576,40,146.00,7181.80
2097152,20,305.36,6867.91
4194304,10,657.31,6381.02
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.90,0.00
1,1000,5.01,0.20
2,1000,4.99,0.40
4,1000,5.01,0.80
8,1000,5.01,1.60
16,1000,5.01,3.19
32,1000,5.03,6.37
64,1000,5.05,12.68
128,1000,5.11,25.04
256,1000,5.13,49.88
512,1000,5.19,98.72
1024,1000,5.87,174.53
2048,1000,5.54,370.00
4096,1000,6.51,629.39
8192,1000,6.92,1183.38
16384,1000,9.08,1804.75
32768,1000,14.37,2280.93
65536,640,29.40,2229.29
131072,320,36.77,3564.40
262144,160,51.48,5091.91
524288,80,86.12,6087.61
1048576,40,147.77,7095.96
2097152,20,305.64,6861.45
4194304,10,652.25,6430.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.88,0.00
1,1000,4.98,0.20
2,1000,4.98,0.40
4,1000,4.97,0.80
8,1000,4.97,1.61
16,1000,4.98,3.21
32,1000,4.97,6.44
64,1000,4.98,12.86
128,1000,5.06,25.31
256,1000,5.08,50.42
512,1000,5.12,100.01
1024,1000,5.77,177.61
2048,1000,5.54,369.74
4096,1000,6.45,634.73
8192,1000,6.88,1190.92
16384,1000,9.06,1809.04
32768,1000,14.37,2280.34
65536,640,29.14,2249.09
131072,320,36.70,3571.30
262144,160,51.41,5099.27
524288,80,85.63,6122.61
1048576,40,147.26,7120.50
2097152,20,304.75,6881.61
4194304,10,648.03,6472.40
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.90,0.00
1,1000,5.00,0.20
2,1000,4.99,0.40
4,1000,4.99,0.80
8,1000,4.99,1.60
16,1000,4.97,3.22
32,1000,4.97,6.43
64,1000,5.00,12.80
128,1000,5.04,25.37
256,1000,5.10,50.24
512,1000,5.14,99.68
1024,1000,5.80,176.68
2048,1000,5.53,370.28
4096,1000,6.44,636.27
8192,1000,6.95,1178.59
16384,1000,9.00,1819.60
32768,1000,14.52,2256.65
65536,640,29.33,2234.45
131072,320,36.61,3580.70
262144,160,51.05,5134.98
524288,80,86.10,6089.40
1048576,40,147.81,7093.85
2097152,20,307.36,6823.06
4194304,10,651.59,6437.07
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.91,0.00
1,1000,5.00,0.20
2,1000,5.00,0.40
4,1000,4.99,0.80
8,1000,4.99,1.60
16,1000,4.99,3.20
32,1000,4.99,6.42
64,1000,5.00,12.80
128,1000,5.04,25.37
256,1000,5.11,50.12
512,1000,5.15,99.39
1024,1000,5.76,177.83
2048,1000,5.54,369.67
4096,1000,6.42,637.80
8192,1000,6.95,1179.50
16384,1000,8.95,1831.54
32768,1000,14.52,2256.79
65536,640,29.31,2235.83
131072,320,36.71,3570.19
262144,160,50.94,5145.64
524288,80,85.80,6110.58
1048576,40,146.88,7139.04
2097152,20,306.65,6838.98
4194304,10,648.16,6471.06
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.91,0.00
1,1000,4.99,0.20
2,1000,5.00,0.40
4,1000,4.99,0.80
8,1000,4.99,1.60
16,1000,4.99,3.21
32,1000,4.98,6.42
64,1000,5.00,12.80
128,1000,5.06,25.31
256,1000,5.09,50.26
512,1000,5.12,99.99
1024,1000,5.77,177.45
2048,1000,5.52,371.28
4096,1000,6.40,640.06
8192,1000,6.85,1195.80
16384,1000,9.01,1819.04
32768,1000,14.39,2276.51
65536,640,29.19,2245.20
131072,320,36.71,3570.00
262144,160,50.85,5155.33
524288,80,85.76,6113.10
1048576,40,146.72,7146.87
2097152,20,307.73,6814.83
4194304,10,648.71,6465.58
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,4.86,0.00
1,1000,4.96,0.20
2,1000,4.97,0.40
4,1000,4.98,0.80
8,1000,4.98,1.61
16,1000,4.97,3.22
32,1000,4.98,6.43
64,1000,4.99,12.82
128,1000,5.04,25.39
256,1000,5.06,50.62
512,1000,5.10,100.34
1024,1000,5.73,178.79
2048,1000,5.51,371.81
4096,1000,6.39,641.39
8192,1000,6.92,1183.60
16384,1000,8.94,1833.41
32768,1000,14.48,2262.85
65536,640,29.17,2246.60
131072,320,36.58,3583.60
262144,160,50.42,5199.68
524288,80,85.28,6147.87
1048576,40,147.07,7129.75
2097152,20,305.30,6869.16
4194304,10,647.93,6473.36
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.32,3.17
2,1000,0.32,6.32
4,1000,0.32,12.47
8,1000,0.31,25.45
16,1000,0.33,48.32
32,1000,0.33,96.57
64,1000,0.36,178.75
128,1000,0.41,315.57
256,1000,0.48,534.50
512,1000,0.71,721.81
1024,1000,0.78,1307.09
2048,1000,0.92,2217.37
4096,1000,1.79,2294.12
8192,1000,2.18,3759.96
16384,1000,2.67,6124.98
32768,1000,3.66,8964.69
65536,640,5.59,11717.69
131072,320,9.37,13981.75
262144,160,16.95,15465.70
524288,80,36.89,14210.27
1048576,40,98.28,10669.43
2097152,20,235.32,8912.04
4194304,10,546.52,7674.50
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.31,3.18
2,1000,0.31,6.42
4,1000,0.32,12.55
8,1000,0.31,25.52
16,1000,0.33,48.55
32,1000,0.33,96.66
64,1000,0.35,184.01
128,1000,0.39,330.19
256,1000,0.43,598.65
512,1000,0.72,709.75
1024,1000,0.78,1310.73
2048,1000,0.90,2277.94
4096,1000,1.81,2266.71
8192,1000,2.22,3688.63
16384,1000,2.67,6139.38
32768,1000,3.87,8464.39
65536,640,5.58,11745.15
131072,320,9.13,14357.07
262144,160,17.13,15301.73
524288,80,36.88,14215.97
1048576,40,98.34,10662.23
2097152,20,232.45,9022.11
4194304,10,541.27,7748.94
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.32,3.16
2,1000,0.31,6.39
4,1000,0.31,12.71
8,1000,0.32,25.14
16,1000,0.33,48.53
32,1000,0.33,97.22
64,1000,0.36,179.08
128,1000,0.41,315.21
256,1000,0.46,555.13
512,1000,0.71,722.49
1024,1000,0.79,1292.90
2048,1000,0.91,2251.47
4096,1000,1.86,2203.98
8192,1000,2.18,3749.81
16384,1000,2.69,6079.93
32768,1000,3.76,8713.57
65536,640,5.58,11739.36
131072,320,9.61,13634.44
262144,160,17.03,15397.06
524288,80,36.93,14196.86
1048576,40,98.59,10635.36
2097152,20,234.15,8956.31
4194304,10,545.39,7690.47
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.30,0.00
1,1000,0.32,3.12
2,1000,0.33,6.11
4,1000,0.32,12.48
8,1000,0.32,24.98
16,1000,0.34,46.75
32,1000,0.34,94.91
64,1000,0.37,174.80
128,1000,0.41,310.01
256,1000,0.47,543.30
512,1000,0.71,718.65
1024,1000,0.79,1303.42
2048,1000,0.91,2259.33
4096,1000,1.90,2154.89
8192,1000,2.16,3784.34
16384,1000,2.71,6049.17
32768,1000,3.65,8980.32
65536,640,5.64,11610.52
131072,320,9.17,14292.55
262144,160,16.93,15481.56
524288,80,36.56,14340.28
1048576,40,99.19,10571.56
2097152,20,232.79,9008.65
4194304,10,545.52,7688.64
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.30,0.00
1,1000,0.32,3.15
2,1000,0.32,6.25
4,1000,0.32,12.39
8,1000,0.32,25.22
16,1000,0.34,47.24
32,1000,0.34,95.04
64,1000,0.36,176.55
128,1000,0.41,314.22
256,1000,0.48,537.54
512,1000,0.71,718.27
1024,1000,0.80,1279.85
2048,1000,0.90,2270.03
4096,1000,1.84,2230.92
8192,1000,2.22,3684.36
16384,1000,2.65,6189.52
32768,1000,3.67,8937.57
65536,640,5.61,11676.22
131072,320,9.61,13634.36
262144,160,16.92,15495.51
524288,80,36.58,14333.06
1048576,40,98.31,10666.51
2097152,20,234.74,8933.85
4194304,10,545.96,7682.46
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.32,3.12
2,1000,0.33,6.05
4,1000,0.32,12.32
8,1000,0.32,24.89
16,1000,0.34,47.01
32,1000,0.34,95.15
64,1000,0.37,173.60
128,1000,0.41,313.43
256,1000,0.47,544.80
512,1000,0.72,713.32
1024,1000,0.78,1315.79
2048,1000,0.91,2260.63
4096,1000,1.81,2260.11
8192,1000,2.21,3699.88
16384,1000,2.77,5910.83
32768,1000,3.66,8942.92
65536,640,5.87,11165.92
131072,320,9.36,13996.79
262144,160,16.88,15530.24
524288,80,36.71,14283.02
1048576,40,98.79,10614.21
2097152,20,232.69,9012.66
4194304,10,546.05,7681.15
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.33,3.05
2,1000,0.31,6.36
4,1000,0.32,12.55
8,1000,0.32,25.27
16,1000,0.33,48.22
32,1000,0.33,96.01
64,1000,0.36,178.58
128,1000,0.40,317.07
256,1000,0.47,539.86
512,1000,0.70,728.85
1024,1000,0.79,1292.76
2048,1000,0.94,2183.00
4096,1000,1.78,2295.88
8192,1000,2.15,3810.76
16384,1000,2.61,6273.64
32768,1000,3.73,8773.86
65536,640,5.45,12029.94
131072,320,9.34,14034.94
262144,160,16.89,15522.99
524288,80,36.85,14226.11
1048576,40,99.08,10583.51
2097152,20,233.57,8978.54
4194304,10,543.11,7722.78
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.29,0.00
1,1000,0.32,3.15
2,1000,0.32,6.18
4,1000,0.32,12.52
8,1000,0.31,25.42
16,1000,0.34,47.28
32,1000,0.34,94.86
64,1000,0.36,178.40
128,1000,0.40,320.40
256,1000,0.46,555.59
512,1000,0.71,717.82
1024,1000,0.80,1281.93
2048,1000,0.90,2264.64
4096,1000,1.94,2109.40
8192,1000,2.20,3730.27
16384,1000,2.83,5791.38
32768,1000,3.55,9229.26
65536,640,5.93,11047.15
131072,320,9.10,14400.89
262144,160,17.02,15406.27
524288,80,36.84,14233.32
1048576,40,97.97,10702.73
2097152,20,232.84,9006.72
4194304,10,544.32,7705.52
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.28,0.00
1,1000,0.32,3.15
2,1000,0.32,6.35
4,1000,0.32,12.55
8,1000,0.31,25.92
16,1000,0.33,49.22
32,1000,0.32,98.85
64,1000,0.36,179.56
128,1000,0.41,311.76
256,1000,0.46,555.79
512,1000,0.70,731.91
1024,1000,0.77,1330.77
2048,1000,0.90,2274.89
4096,1000,1.86,2204.53
8192,1000,2.14,3826.34
16384,1000,2.66,6151.01
32768,1000,3.72,8815.74
65536,640,5.59,11721.45
131072,320,9.39,13963.91
262144,160,17.10,15333.03
524288,80,36.90,14209.09
1048576,40,98.43,10652.67
2097152,20,233.42,8984.63
4194304,10,545.56,7688.08
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.28,0.00
1,1000,0.31,3.25
2,1000,0.32,6.16
4,1000,0.31,12.94
8,1000,0.31,25.94
16,1000,0.33,48.11
32,1000,0.33,97.26
64,1000,0.35,180.72
128,1000,0.40,318.05
256,1000,0.46,556.39
512,1000,0.72,711.47
1024,1000,0.80,1283.82
2048,1000,0.90,2264.34
4096,1000,1.80,2275.26
8192,1000,2.21,3702.60
16384,1000,2.67,6143.19
32768,1000,3.81,8611.34
65536,640,5.63,11641.03
131072,320,9.41,13923.53
262144,160,16.98,15437.06
524288,80,36.85,14226.55
1048576,40,98.20,10677.85
2097152,20,233.08,8997.70
4194304,10,546.08,7680.72
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.46,2.18
2,1000,0.43,4.62
4,1000,0.43,9.24
8,1000,0.43,18.51
16,1000,0.43,37.25
32,1000,0.57,55.88
64,1000,0.58,110.47
128,1000,1.02,125.30
256,1000,1.06,240.40
512,1000,1.19,431.37
1024,1000,1.42,719.62
2048,1000,2.08,984.04
4096,1000,2.96,1384.67
8192,1000,4.66,1756.38
16384,1000,7.10,2306.88
32768,1000,12.90,2539.62
65536,640,23.87,2745.97
131072,320,45.97,2851.03
262144,160,14.57,17996.33
524288,80,26.11,20081.92
1048576,40,59.36,17664.91
2097152,20,155.80,13460.76
4194304,10,322.19,13018.03
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.47,0.00
1,1000,0.46,2.16
2,1000,0.46,4.39
4,1000,0.45,8.90
8,1000,0.45,17.66
16,1000,0.45,35.24
32,1000,0.60,52.95
64,1000,0.60,106.03
128,1000,1.08,118.28
256,1000,1.06,241.10
512,1000,1.17,436.49
1024,1000,1.42,723.21
2048,1000,2.10,975.12
4096,1000,2.99,1368.51
8192,1000,4.73,1732.20
16384,1000,7.22,2269.04
32768,1000,12.94,2532.47
65536,640,24.06,2724.28
131072,320,45.98,2850.37
262144,160,14.59,17971.94
524288,80,25.99,20170.14
1048576,40,59.33,17673.92
2097152,20,160.10,13098.92
4194304,10,323.27,12974.47
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.44,2.29
2,1000,0.42,4.71
4,1000,0.42,9.42
8,1000,0.42,18.86
16,1000,0.42,37.77
32,1000,0.58,55.62
64,1000,0.58,110.79
128,1000,1.02,124.96
256,1000,1.08,236.46
512,1000,1.20,427.76
1024,1000,1.46,702.27
2048,1000,2.09,978.89
4096,1000,2.97,1378.26
8192,1000,4.69,1746.82
16384,1000,7.13,2298.89
32768,1000,12.93,2534.50
65536,640,23.93,2738.76
131072,320,46.32,2829.75
262144,160,14.53,18038.85
524288,80,25.60,20477.32
1048576,40,57.86,18122.68
2097152,20,156.30,13417.87
4194304,10,320.37,13092.14
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.33
2,1000,0.43,4.68
4,1000,0.43,9.38
8,1000,0.43,18.67
16,1000,0.43,37.45
32,1000,0.58,55.03
64,1000,0.58,110.49
128,1000,1.04,122.68
256,1000,1.09,235.30
512,1000,1.20,427.55
1024,1000,1.42,719.63
2048,1000,2.10,975.59
4096,1000,2.99,1369.05
8192,1000,4.68,1749.68
16384,1000,7.16,2289.45
32768,1000,12.94,2531.42
65536,640,23.98,2733.15
131072,320,45.89,2856.47
262144,160,14.82,17692.93
524288,80,26.02,20150.60
1048576,40,59.13,17733.51
2097152,20,160.03,13104.69
4194304,10,327.21,12818.30
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.42,0.00
1,1000,0.45,2.21
2,1000,0.43,4.70
4,1000,0.42,9.49
8,1000,0.42,18.91
16,1000,0.42,37.81
32,1000,0.58,55.57
64,1000,0.59,109.17
128,1000,1.04,123.19
256,1000,1.07,239.30
512,1000,1.17,435.98
1024,1000,1.46,701.36
2048,1000,2.07,991.44
4096,1000,2.93,1395.83
8192,1000,4.63,1768.32
16384,1000,7.10,2306.97
32768,1000,12.91,2539.08
65536,640,23.86,2746.88
131072,320,45.82,2860.49
262144,160,14.72,17803.67
524288,80,26.02,20151.70
1048576,40,58.83,17824.45
2097152,20,157.86,13285.26
4194304,10,323.55,12963.56
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.35
2,1000,0.43,4.67
4,1000,0.43,9.36
8,1000,0.43,18.72
16,1000,0.43,37.42
32,1000,0.57,55.83
64,1000,0.57,112.23
128,1000,1.03,124.08
256,1000,1.10,232.80
512,1000,1.21,424.89
1024,1000,1.47,695.06
2048,1000,2.08,986.93
4096,1000,2.95,1386.93
8192,1000,4.65,1760.03
16384,1000,7.08,2313.22
32768,1000,12.73,2575.06
65536,640,23.79,2755.05
131072,320,45.67,2869.83
262144,160,14.62,17930.53
524288,80,25.87,20262.70
1048576,40,59.20,17713.60
2097152,20,157.74,13295.14
4194304,10,324.01,12945.13
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.42,2.36
2,1000,0.43,4.68
4,1000,0.43,9.36
8,1000,0.43,18.78
16,1000,0.43,37.43
32,1000,0.57,55.75
64,1000,0.59,109.35
128,1000,1.03,124.84
256,1000,1.05,243.54
512,1000,1.19,430.33
1024,1000,1.44,711.29
2048,1000,2.10,973.04
4096,1000,2.98,1374.04
8192,1000,4.71,1737.59
16384,1000,7.15,2292.16
32768,1000,12.94,2532.09
65536,640,23.85,2747.34
131072,320,45.47,2882.52
262144,160,14.64,17901.35
524288,80,25.92,20228.16
1048576,40,58.45,17939.34
2097152,20,156.71,13382.25
4194304,10,322.31,13013.11
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.33
2,1000,0.43,4.67
4,1000,0.43,9.35
8,1000,0.43,18.66
16,1000,0.43,37.35
32,1000,0.58,54.92
64,1000,0.58,110.99
128,1000,1.05,121.81
256,1000,1.08,237.54
512,1000,1.18,434.61
1024,1000,1.40,731.07
2048,1000,2.10,976.20
4096,1000,2.97,1377.59
8192,1000,4.70,1742.79
16384,1000,7.16,2288.92
32768,1000,12.93,2534.60
65536,640,23.80,2753.67
131072,320,45.81,2861.05
262144,160,14.65,17895.20
524288,80,25.62,20463.41
1048576,40,58.59,17895.89
2097152,20,155.44,13491.79
4194304,10,324.66,12919.21
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.43,0.00
1,1000,0.43,2.34
2,1000,0.43,4.66
4,1000,0.43,9.38
8,1000,0.43,18.65
16,1000,0.43,37.33
32,1000,0.57,56.42
64,1000,0.58,110.23
128,1000,1.02,125.71
256,1000,1.06,240.78
512,1000,1.19,431.65
1024,1000,1.48,693.98
2048,1000,2.07,987.87
4096,1000,2.95,1388.82
8192,1000,4.66,1758.86
16384,1000,7.10,2308.69
32768,1000,12.86,2548.35
65536,640,23.83,2750.63
131072,320,45.43,2885.11
262144,160,14.56,18004.79
524288,80,25.74,20371.67
1048576,40,61.38,17084.33
2097152,20,157.22,13339.23
4194304,10,321.10,13062.37
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.44,0.00
1,1000,0.43,2.34
2,1000,0.42,4.71
4,1000,0.42,9.42
8,1000,0.43,18.73
16,1000,0.43,37.63
32,1000,0.58,55.46
64,1000,0.58,110.86
128,1000,1.05,121.46
256,1000,1.10,232.35
512,1000,1.22,421.34
1024,1000,1.50,684.12
2048,1000,2.10,976.78
4096,1000,2.99,1368.07
8192,1000,4.68,1749.12
16384,1000,7.13,2299.47
32768,1000,12.80,2560.85
65536,640,23.89,2742.76
131072,320,45.94,2852.95
262144,160,14.61,17947.43
524288,80,25.79,20325.75
1048576,40,58.23,18008.76
2097152,20,158.24,13253.36
4194304,10,323.38,12970.21
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.46,0.00
1,1000,8.51,0.12
2,1000,8.56,0.23
4,1000,8.51,0.47
8,1000,8.50,0.94
16,1000,8.52,1.88
32,1000,8.57,3.73
64,1000,8.51,7.52
128,1000,8.86,14.44
256,1000,8.90,28.76
512,1000,8.96,57.13
1024,1000,10.39,98.56
2048,1000,9.49,215.86
4096,1000,11.60,353.20
8192,1000,12.31,665.61
16384,1000,17.05,961.10
32768,1000,27.04,1211.63
65536,640,61.53,1065.12
131072,320,82.66,1585.71
262144,160,118.00,2221.59
524288,80,187.91,2790.17
1048576,40,333.11,3147.85
2097152,20,641.78,3267.69
4194304,10,1326.48,3161.99
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.20,0.00
1,1000,8.27,0.12
2,1000,8.28,0.24
4,1000,8.28,0.48
8,1000,8.24,0.97
16,1000,8.29,1.93
32,1000,8.31,3.85
64,1000,8.34,7.68
128,1000,8.63,14.83
256,1000,8.69,29.47
512,1000,8.73,58.66
1024,1000,10.23,100.05
2048,1000,9.34,219.17
4096,1000,11.55,354.77
8192,1000,11.91,687.62
16384,1000,16.59,987.55
32768,1000,26.74,1225.34
65536,640,61.04,1073.64
131072,320,81.88,1600.76
262144,160,117.86,2224.18
524288,80,186.41,2812.62
1048576,40,330.10,3176.55
2097152,20,636.57,3294.44
4194304,10,1314.05,3191.90
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.53,0.00
1,1000,8.61,0.12
2,1000,8.61,0.23
4,1000,8.64,0.46
8,1000,8.61,0.93
16,1000,8.64,1.85
32,1000,8.54,3.75
64,1000,8.62,7.42
128,1000,8.89,14.39
256,1000,8.91,28.73
512,1000,9.00,56.87
1024,1000,10.37,98.78
2048,1000,9.53,214.90
4096,1000,11.66,351.33
8192,1000,12.27,667.90
16384,1000,16.87,971.02
32768,1000,27.15,1206.99
65536,640,61.92,1058.39
131072,320,82.39,1590.85
262144,160,116.83,2243.72
524288,80,188.48,2781.64
1048576,40,333.46,3144.49
2097152,20,642.99,3261.54
4194304,10,1332.76,3147.07
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,8.37,0.00
1,1000,8.41,0.12
2,1000,8.39,0.24
4,1000,8.41,0.48
8,1000,8.40,0.95
16,1000,8.38,1.91
32,1000,8.44,3.79
64,1000,8.43,7.59
128,1000,8.73,14.66
256,1000,8.75,29.25
